2018-09-20 03:00:00,Conexión de Energía,a
2018-09-22 15:03:00,Optimo,b
2018-09-25 15:03:00,Optimo,b
2018-09-28 15:03:00,Optimo,b
2018-10-01 15:03:00,Optimo,b
2018-10-04 15:03:00,Optimo,b
2018-10-07 15:03:00,Optimo,b
2018-10-10 15:03:00,Optimo,b
2018-10-13 15:03:00,Optimo,b
2018-10-16 15:03:00,Optimo,b
2018-10-19 15:03:00,Optimo,b
2018-10-22 15:03:00,Optimo,b
2018-10-25 15:03:00,Optimo,b
2018-10-28 15:03:00,Optimo,b
2018-10-31 15:03:00,Optimo,b
2018-11-03 15:03:00,Optimo,b
2018-11-06 15:03:00,Optimo,b
2018-11-09 15:03:00,Optimo,b
2018-11-12 15:03:00,Optimo,b
2018-11-15 15:03:00,Optimo,b
2018-11-18 15:03:00,Optimo,b
2018-11-21 15:03:00,Optimo,b
2018-11-24 15:03:00,Optimo,b
2018-11-27 15:03:00,Optimo,b
2018-11-30 15:03:00,Optimo,b
2018-12-03 15:03:00,Medio-Alto,b
2018-12-06 15:03:00,Medio-Alto,b
2018-12-09 15:03:00,Medio-Alto,b
2018-12-12 15:03:00,Medio-Alto,b
2018-12-15 15:03:00,Medio-Alto,b
2018-12-18 15:03:00,Medio-Alto,b
2018-12-21 15:03:00,Medio-Alto,b
2018-12-24 15:03:00,Medio-Alto,b
2018-12-27 15:03:00,Medio-Alto,b
2018-12-30 15:03:00,Medio-Alto,b
2019-01-02 15:03:00,Medio-Alto,b
2019-01-05 15:03:00,Medio-Alto,b
2019-01-08 15:03:00,Medio-Alto,b
2019-01-11 15:03:00,Medio-Alto,b
2019-01-14 15:03:00,Medio-Alto,b
2019-01-17 15:03:00,Medio-Alto,b
2019-01-20 15:03:00,Medio-Alto,b
2019-01-23 15:03:00,Medio-Alto,b
2019-01-26 15:03:00,Medio-Alto,b
2019-01-29 15:03:00,Medio-Alto,b
2019-02-01 15:03:00,Medio-Alto,b
2019-02-04 15:03:00,Medio-Alto,b
2019-02-07 15:03:00,Medio-Alto,b
2019-02-10 15:03:00,Medio-Alto,b
2019-02-13 15:03:00,Medio-Alto,b
2019-02-16 15:03:00,Medio-Alto,b
2019-02-19 15:03:00,Medio-Alto,b
2019-02-22 15:03:00,Medio-Alto,b
2019-02-25 15:03:00,Medio-Alto,b
2019-02-28 15:03:00,Medio-Alto,b
2019-03-03 15:03:00,Medio-Alto,b
2019-03-06 15:03:00,Medio-Alto,b
2019-03-09 15:03:00,Medio-Alto,b
2019-03-12 15:03:00,Medio-Alto,b
2019-03-15 15:03:00,Medio-Alto,b
2019-03-18 15:03:00,Medio-Alto,b
2019-03-21 15:03:00,Medio-Alto,b
2019-03-24 15:03:00,Medio-Alto,b
2019-03-27 15:03:00,Medio-Alto,b
2019-03-30 15:03:00,Medio-Alto,b
2019-04-02 15:03:00,Medio-Alto,b
2019-04-05 15:03:00,Medio-Alto,b
2019-04-08 15:03:00,Medio-Alto,b
2019-04-11 15:03:00,Medio-Alto,b
2019-04-14 15:03:00,Medio-Alto,b
2019-04-17 15:03:00,Medio-Alto,b
2019-04-20 15:03:00,Medio-Alto,b
2019-04-23 15:03:00,Medio-Alto,b
2019-04-26 15:03:00,Medio-Bajo,b
2019-04-29 15:03:00,Medio-Bajo,b
2019-05-02 15:03:00,Medio-Bajo,b
2019-05-05 15:03:00,Medio-Bajo,b
2019-05-08 15:03:00,Medio-Bajo,b
2019-05-11 15:03:00,Medio-Bajo,b
2019-05-14 15:03:00,Medio-Bajo,b
2019-05-17 15:03:00,Medio-Bajo,b
2019-05-20 15:03:00,Medio-Bajo,b
2019-05-23 15:03:00,Medio-Bajo,b
2019-05-26 15:03:00,Medio-Bajo,b
2019-05-29 15:03:00,Medio-Bajo,b
2019-06-01 15:03:00,Medio-Bajo,b
2019-06-04 15:03:00,Medio-Bajo,b
2019-06-07 15:03:00,Medio-Bajo,b
2019-06-10 15:03:00,Medio-Bajo,b
2019-06-13 15:03:00,Medio-Bajo,b
2019-06-16 15:03:00,Medio-Bajo,b
2019-06-19 15:03:00,Medio-Bajo,b
2019-06-22 15:03:00,Medio-Bajo,b
2019-06-25 15:03:00,Medio-Bajo,b
2019-06-28 15:03:00,Medio-Bajo,b
2019-07-01 15:03:00,Medio-Bajo,b
2019-07-04 15:03:00,Medio-Bajo,b
2019-07-07 15:03:00,Descargado,b
2019-07-10 15:03:00,Descargado,b
2019-07-13 15:03:00,Descargado,b
2019-07-16 15:03:00,Descargado,b
2019-07-19 15:03:00,Descargado,b
2019-07-22 15:03:00,Descargado,b
2019-07-25 15:03:00,Descargado,b
2019-07-28 15:03:00,Descargado,b
2019-07-31 15:03:00,Descargado,b
2019-08-03 15:03:00,Descargado,b
2019-08-06 15:03:00,Descargado,b
2019-08-09 15:03:00,Descargado,b
2019-08-12 15:03:00,Descargado,b
